Ngày,Khu vực,Nhà Phân Phối,Sản phẩm, Doanh thu 
14-Dec-2020,Miền Bắc,FPT,SP 03, 49.50 
19-Sep-2020,Miền Nam,Gà Excel,SP 05, 45.44 
08-Apr-2020,Miền Bắc,VNPT,SP 08, 22.95 
10-Jan-2020,Miền Nam,Viettel,SP 05, 68.85 
08-Nov-2020,Miền Bắc,FPT,SP 04, 100.98 
11-Feb-2019,Miền Trung,Gà Excel,SP 07, 68.39 
24-Dec-2019,Miền Trung,VNPT,SP 06, 59.40 
10-Oct-2020,Miền Trung,Viettel,SP 07, 46.06 
25-Oct-2020,Miền Trung,FPT,SP 04, 68.00 
29-Oct-2019,Miền Trung,Gà Excel,SP 02, 39.50 
29-Sep-2020,Miền Nam,VNPT,SP 02, 59.25 
17-Sep-2020,Miền Bắc,Viettel,SP 04, 66.98 
12-Feb-2020,Miền Bắc,FPT,SP 02, 59.85 
14-Nov-2019,Miền Trung,Gà Excel,SP 06, 29.55 
20-Nov-2019,Miền Trung,VNPT,SP 08, 67.82 
01-May-2020,Miền Bắc,Viettel,SP 08, 45.44 
28-Nov-2019,Miền Trung,FPT,SP 09, 75.00 
13-Sep-2019,Miền Bắc,Gà Excel,SP 05, 45.90 
17-May-2020,Miền Trung,VNPT,SP 02, 39.90 
01-Sep-2020,Miền Nam,Viettel,SP 10, 135.44 
14-May-2020,Miền Nam,FPT,SP 06, 59.40 
28-Jul-2020,Miền Bắc,Gà Excel,SP 06, 30.00 
27-Nov-2019,Miền Trung,VNPT,SP 08, 68.85 
05-Jan-2020,Miền Nam,Viettel,SP 08, 67.13 
29-Nov-2019,Miền Nam,FPT,SP 06, 120.00 
07-Jun-2020,Miền Bắc,Gà Excel,SP 02, 39.30 
20-Jun-2019,Miền Nam,VNPT,SP 08, 45.90 
01-Nov-2020,Miền Nam,Viettel,SP 03, 72.75 
06-May-2019,Miền Bắc,FPT,SP 04, 32.98 
27-Oct-2020,Miền Trung,Gà Excel,SP 06, 60.00 
18-Nov-2019,Miền Trung,VNPT,SP 06, 59.40 
27-May-2019,Miền Nam,Viettel,SP 05, 22.26 
30-Jul-2019,Miền Nam,FPT,SP 08, 67.47 
29-Jan-2020,Miền Nam,Gà Excel,SP 05, 45.90 
26-Nov-2019,Miền Bắc,VNPT,SP 06, 60.00 
18-Jan-2020,Miền Trung,Viettel,SP 04, 102.00 
05-Mar-2019,Miền Trung,FPT,SP 05, 67.47 
22-Jan-2019,Miền Nam,Gà Excel,SP 09, 25.00 
27-Apr-2020,Miền Nam,VNPT,SP 07, 70.50 
09-Mar-2020,Miền Nam,Viettel,SP 08, 22.95 
24-Nov-2020,Miền Bắc,FPT,SP 04, 98.94 
04-May-2019,Miền Nam,Gà Excel,SP 04, 100.98 
09-Dec-2019,Miền Trung,VNPT,SP 03, 390.00 
01-Nov-2019,Miền Trung,Viettel,SP 09, 49.50 
23-May-2019,Miền Trung,FPT,SP 09, 49.25 
17-Dec-2020,Miền Bắc,Gà Excel,SP 06, 90.00 
20-Mar-2019,Miền Bắc,VNPT,SP 08, 45.44 
21-Mar-2019,Miền Bắc,Viettel,SP 05, 22.38 
05-Nov-2019,Miền Trung,FPT,SP 03, 24.25 
02-Apr-2019,Miền Nam,Gà Excel,SP 05, 44.75 
30-Mar-2019,Miền Trung,VNPT,SP 06, 750.00 
24-Nov-2019,Miền Trung,Viettel,SP 02, 19.95 
06-Sep-2019,Miền Nam,FPT,SP 07, 70.50 
25-Dec-2019,Miền Trung,Gà Excel,SP 01, 159.90 
28-Dec-2020,Miền Bắc,VNPT,SP 02, 39.30 
19-Apr-2019,Miền Trung,Viettel,SP 02, 59.85 
13-Mar-2019,Miền Nam,FPT,SP 06, 60.00 
23-Jan-2020,Miền Bắc,Gà Excel,SP 10, 82.50 
10-Oct-2019,Miền Nam,VNPT,SP 09, 72.75 
20-Apr-2020,Miền Nam,Viettel,SP 08, 67.82 
21-Feb-2020,Miền Nam,FPT,SP 08, 44.98 
26-Nov-2019,Miền Bắc,Gà Excel,SP 01, 77.95 
21-Jun-2019,Miền Trung,VNPT,SP 10, 55.00 
13-Nov-2020,Miền Nam,Viettel,SP 01, 235.05 
28-Jan-2020,Miền Bắc,FPT,SP 04, 102.00 
30-Sep-2020,Miền Bắc,Gà Excel,SP 04, 102.00 
28-Sep-2019,Miền Bắc,VNPT,SP 08, 66.78 
28-Dec-2019,Miền Bắc,Viettel,SP 07, 552.72 
05-Sep-2020,Miền Bắc,FPT,SP 04, 99.96 
03-Dec-2019,Miền Bắc,Gà Excel,SP 08, 22.26 
12-Jun-2020,Miền Bắc,VNPT,SP 05, 22.49 
27-Jan-2019,Miền Nam,Viettel,SP 08, 22.95 
12-Nov-2019,Miền Bắc,FPT,SP 05, 44.52 
18-Dec-2020,Miền Bắc,Gà Excel,SP 02, 58.65 
25-Jan-2019,Miền Nam,VNPT,SP 03, 50.00 
04-Jul-2019,Miền Nam,Viettel,SP 09, 24.25 
18-Aug-2019,Miền Bắc,FPT,SP 06, 178.20 
14-Jul-2019,Miền Nam,Gà Excel,SP 06, 88.20 
19-Jan-2020,Miền Trung,VNPT,SP 08, 22.95 
24-Jan-2019,Miền Nam,Viettel,SP 07, 258.50 
13-Nov-2020,Miền Nam,FPT,SP 07, 69.80 
01-Feb-2019,Miền Nam,Gà Excel,SP 08, 45.90 
30-Jul-2019,Miền Nam,VNPT,SP 02, 39.10 
30-Dec-2019,Miền Bắc,Viettel,SP 06, 118.20 
25-Dec-2020,Miền Nam,FPT,SP 05, 22.38 
13-Jun-2019,Miền Nam,Gà Excel,SP 06, 59.40 
06-Apr-2020,Miền Nam,VNPT,SP 01, 78.75 
04-Jan-2019,Miền Nam,Viettel,SP 02, 116.71 
01-Nov-2019,Miền Bắc,FPT,SP 07, 70.50 
28-Dec-2019,Miền Nam,Gà Excel,SP 08, 22.61 
22-Sep-2020,Miền Bắc,VNPT,SP 08, 134.26 
27-Oct-2020,Miền Nam,Viettel,SP 08, 44.52 
02-Dec-2020,Miền Nam,FPT,SP 03, 72.75 
17-Jul-2020,Miền Bắc,Gà Excel,SP 08, 67.47 
24-Jun-2020,Miền Trung,VNPT,SP 04, 32.98 
16-Dec-2019,Miền Nam,Viettel,SP 09, 50.00 
17-Jun-2020,Miền Trung,FPT,SP 01, 857.46 
04-Nov-2020,Miền Bắc,Gà Excel,SP 08, 67.13 
16-Sep-2019,Miền Nam,VNPT,SP 08, 45.44 
11-Feb-2020,Miền Bắc,Viettel,SP 06, 60.00 
12-Dec-2020,Miền Bắc,FPT,SP 02, 19.75 
11-Jan-2019,Miền Nam,Gà Excel,SP 01, 78.35 
29-Nov-2020,Miền Bắc,VNPT,SP 03, 24.38 
03-Aug-2020,Miền Bắc,Viettel,SP 08, 44.52 
21-Oct-2019,Miền Nam,FPT,SP 07, 22.80 
10-May-2019,Miền Nam,Gà Excel,SP 06, 30.00 
29-Dec-2020,Miền Bắc,VNPT,SP 02, 59.85 
25-Jul-2019,Miền Nam,Viettel,SP 09, 148.50 
11-Dec-2019,Miền Bắc,FPT,SP 09, 48.50 
08-Dec-2019,Miền Bắc,Gà Excel,SP 07, 376.00 
19-Sep-2020,Miền Nam,VNPT,SP 09, 50.00 
07-Dec-2019,Miền Bắc,Viettel,SP 03, 75.00 
07-Dec-2020,Miền Nam,FPT,SP 08, 22.49 
24-Nov-2019,Miền Nam,Gà Excel,SP 05, 45.90 
13-Apr-2020,Miền Bắc,VNPT,SP 03, 48.50 
10-Sep-2020,Miền Bắc,Viettel,SP 09, 48.50 
04-Mar-2020,Miền Trung,FPT,SP 08, 45.90 
30-Jun-2019,Miền Bắc,Gà Excel,SP 08, 22.95 
17-Oct-2019,Miền Nam,VNPT,SP 01, 159.90 
24-May-2019,Miền Trung,Viettel,SP 02, 19.75 
24-May-2020,Miền Nam,FPT,SP 07, 564.00 
19-Aug-2020,Miền Nam,Gà Excel,SP 04, 165.75 
28-Mar-2019,Miền Trung,VNPT,SP 04, 102.00 
19-Jul-2020,Miền Nam,Viettel,SP 04, 34.00 
07-Mar-2020,Miền Bắc,FPT,SP 09, 24.50 
23-Jun-2020,Miền Trung,Gà Excel,SP 02, 39.30 
10-Jan-2020,Miền Nam,VNPT,SP 04, 67.32 
01-Jun-2020,Miền Nam,Viettel,SP 06, 58.50 
13-Jun-2019,Miền Trung,FPT,SP 05, 68.85 
27-Sep-2020,Miền Trung,Gà Excel,SP 04, 34.00 
21-May-2019,Miền Trung,VNPT,SP 02, 39.90 
16-Nov-2019,Miền Trung,Viettel,SP 02, 39.30 
05-Dec-2019,Miền Trung,FPT,SP 05, 229.50 
17-Jan-2020,Miền Nam,Gà Excel,SP 07, 22.80 
28-Apr-2019,Miền Trung,VNPT,SP 09, 24.50 
29-Nov-2020,Miền Trung,Viettel,SP 07, 70.50 
15-Nov-2020,Miền Nam,FPT,SP 01," 1,473.48 "
27-Feb-2020,Miền Bắc,Gà Excel,SP 03, 25.00 
13-Apr-2019,Miền Trung,VNPT,SP 06, 29.70 
24-Nov-2020,Miền Trung,Viettel,SP 01, 79.95 
28-Dec-2020,Miền Trung,FPT,SP 09, 48.50 
19-Feb-2020,Miền Nam,Gà Excel,SP 02, 38.70 
28-Jun-2020,Miền Nam,VNPT,SP 02, 19.45 
27-Nov-2020,Miền Bắc,Viettel,SP 10, 27.50 
27-Nov-2019,Miền Bắc,FPT,SP 06, 88.65 
07-Apr-2020,Miền Bắc,Gà Excel,SP 03, 49.00 
16-Nov-2019,Miền Nam,VNPT,SP 07, 211.50 
13-Dec-2019,Miền Bắc,Viettel,SP 04, 34.00 
21-Dec-2020,Miền Bắc,FPT,SP 05, 45.44 
10-Nov-2020,Miền Trung,Gà Excel,SP 08, 22.38 
26-Dec-2020,Miền Bắc,VNPT,SP 07, 68.39 
02-May-2020,Miền Trung,Viettel,SP 07, 68.39 
07-Feb-2019,Miền Nam,FPT,SP 05, 67.13 
07-Nov-2019,Miền Trung,Gà Excel,SP 05, 44.52 
16-Jan-2019,Miền Bắc,VNPT,SP 04, 68.00 
12-Sep-2020,Miền Trung,Viettel,SP 03, 100.00 
14-Mar-2019,Miền Bắc,FPT,SP 01, 157.50 
06-Sep-2020,Miền Trung,Gà Excel,SP 09, 98.00 
11-Nov-2019,Miền Nam,VNPT,SP 03, 24.38 
29-Oct-2020,Miền Trung,Viettel,SP 01, 239.85 
28-Dec-2020,Miền Bắc,FPT,SP 10, 165.00 
28-Jun-2019,Miền Nam,Gà Excel,SP 08, 68.85 
03-Feb-2020,Miền Bắc,VNPT,SP 04, 34.00 
04-Nov-2020,Miền Trung,Viettel,SP 01, 313.40 
23-Jun-2019,Miền Bắc,FPT,SP 04, 102.00 
27-Dec-2020,Miền Bắc,Gà Excel,SP 07, 22.91 
12-Jul-2020,Miền Trung,VNPT,SP 02, 19.45 
22-Oct-2019,Miền Trung,Viettel,SP 04, 272.00 
08-Mar-2020,Miền Nam,FPT,SP 04, 66.30 
13-Nov-2020,Miền Trung,Gà Excel,SP 04, 100.47 
30-Apr-2020,Miền Nam,VNPT,SP 10, 26.68 
29-Apr-2019,Miền Trung,Viettel,SP 07, 47.00 
03-Jul-2020,Miền Bắc,FPT,SP 05, 321.30 
26-Nov-2019,Miền Nam,Gà Excel,SP 07, 46.30 
29-Nov-2020,Miền Bắc,VNPT,SP 01, 239.85 
28-Nov-2019,Miền Trung,Viettel,SP 03, 50.00 
07-Nov-2020,Miền Nam,FPT,SP 03, 50.00 
07-Feb-2019,Miền Bắc,Gà Excel,SP 06, 29.40 
04-Dec-2019,Miền Nam,VNPT,SP 05, 67.47 
21-May-2019,Miền Bắc,Viettel,SP 09, 75.00 
15-Jun-2020,Miền Nam,FPT,SP 04, 68.00 
14-Nov-2020,Miền Nam,Gà Excel,SP 02, 58.95 
08-Mar-2020,Miền Nam,VNPT,SP 08, 44.75 
10-Aug-2019,Miền Nam,Viettel,SP 05, 45.90 
07-Aug-2019,Miền Nam,FPT,SP 06, 59.10 
20-Nov-2020,Miền Trung,Gà Excel,SP 09, 73.13 
28-Apr-2020,Miền Nam,VNPT,SP 10, 80.44 
27-Feb-2019,Miền Nam,Viettel,SP 05, 45.90 
11-Mar-2020,Miền Trung,FPT,SP 06, 240.00 
08-Sep-2019,Miền Trung,Gà Excel,SP 09, 49.00 
27-Nov-2020,Miền Bắc,VNPT,SP 04, 100.98 
19-Dec-2019,Miền Trung,Viettel,SP 06, 88.20 
23-Mar-2019,Miền Bắc,FPT,SP 05, 45.90 
27-Dec-2019,Miền Trung,Gà Excel,SP 02, 59.25 
05-Jul-2020,Miền Bắc,VNPT,SP 04, 102.00 
01-Dec-2019,Miền Trung,Viettel,SP 02, 39.90 
30-Sep-2019,Miền Trung,FPT,SP 03, 73.13 
30-Dec-2019,Miền Trung,Gà Excel,SP 04, 68.00 
28-Jul-2020,Miền Nam,VNPT,SP 08, 22.95 
10-Nov-2020,Miền Trung,Viettel,SP 02, 38.90 
20-Dec-2020,Miền Nam,FPT,SP 01, 697.96 
24-Sep-2020,Miền Bắc,Gà Excel,SP 09, 48.75 
23-Oct-2019,Miền Nam,VNPT,SP 02, 38.90 
14-Dec-2019,Miền Bắc,Viettel,SP 02, 39.90 
14-Jan-2020,Miền Trung,FPT,SP 02, 19.95 
19-Apr-2020,Miền Trung,Gà Excel,SP 06, 90.00 
26-May-2019,Miền Bắc,VNPT,SP 07, 45.83 
04-Nov-2019,Miền Bắc,Viettel,SP 10, 81.68 
21-Dec-2019,Miền Nam,FPT,SP 09, 75.00 
09-Aug-2020,Miền Trung,Gà Excel,SP 01, 239.85 
20-Jan-2020,Miền Nam,VNPT,SP 05, 68.85 
03-Dec-2019,Miền Nam,Viettel,SP 02, 19.95 
09-Apr-2019,Miền Trung,FPT,SP 08, 68.85 
29-Jul-2020,Miền Bắc,Gà Excel,SP 07, 23.03 
16-Jul-2019,Miền Nam,VNPT,SP 04, 782.00 
08-Apr-2019,Miền Nam,Viettel,SP 08, 67.82 
12-Nov-2019,Miền Nam,FPT,SP 10, 26.95 
29-May-2020,Miền Bắc,Gà Excel,SP 09, 50.00 
01-Nov-2019,Miền Bắc,VNPT,SP 08, 22.95 
31-Aug-2020,Miền Nam,Viettel,SP 10, 269.50 
15-Jan-2019,Miền Trung,FPT,SP 05, 44.52 
08-May-2019,Miền Nam,Gà Excel,SP 09, 49.00 
31-Dec-2020,Miền Bắc,VNPT,SP 06, 30.00 
12-May-2019,Miền Bắc,Viettel,SP 02, 59.85 
16-Apr-2019,Miền Trung,FPT,SP 08, 22.72 
26-Nov-2020,Miền Nam,Gà Excel,SP 06, 87.75 
16-Dec-2020,Miền Bắc,VNPT,SP 08, 68.85 
08-Dec-2020,Miền Bắc,Viettel,SP 05, 68.85 
18-May-2019,Miền Bắc,FPT,SP 08, 90.42 
24-Oct-2019,Miền Nam,Gà Excel,SP 07, 69.09 
09-Jan-2020,Miền Nam,VNPT,SP 05, 367.20 
05-Dec-2020,Miền Bắc,Viettel,SP 10, 27.50 
23-Aug-2019,Miền Trung,FPT,SP 06, 120.00 
20-Nov-2020,Miền Trung,Gà Excel,SP 03, 25.00 
22-Feb-2020,Miền Bắc,VNPT,SP 04, 34.00 
05-Nov-2019,Miền Trung,Viettel,SP 02, 58.05 
28-Sep-2020,Miền Trung,FPT,SP 09, 75.00 
29-Jan-2020,Miền Trung,Gà Excel,SP 10, 55.00 
17-Feb-2020,Miền Trung,VNPT,SP 04, 100.98 
23-Apr-2019,Miền Nam,Viettel,SP 02, 272.32 
12-Nov-2019,Miền Bắc,FPT,SP 06, 59.40 
19-Sep-2019,Miền Bắc,Gà Excel,SP 05, 44.52 
10-Mar-2020,Miền Nam,VNPT,SP 07, 70.50 
17-Aug-2019,Miền Trung,Viettel,SP 09, 74.25 
05-Dec-2020,Miền Bắc,FPT,SP 07, 504.08 
04-Dec-2020,Miền Trung,Gà Excel,SP 03, 73.88 
17-May-2020,Miền Nam,VNPT,SP 04, 33.32 
01-Nov-2020,Miền Nam,Viettel,SP 01, 77.55 
29-Sep-2020,Miền Nam,FPT,SP 03, 369.38 
06-Nov-2019,Miền Trung,Gà Excel,SP 08, 68.16 
27-Sep-2020,Miền Nam,VNPT,SP 07, 68.39 
20-May-2020,Miền Nam,Viettel,SP 04, 102.00 
22-Oct-2020,Miền Bắc,FPT,SP 09, 250.00 
04-Nov-2019,Miền Trung,Gà Excel,SP 01, 159.90 
28-Oct-2019,Miền Nam,VNPT,SP 04, 66.98 
19-Dec-2019,Miền Nam,Viettel,SP 07, 68.39 
22-Dec-2019,Miền Nam,FPT,SP 01, 159.90 
29-Jan-2020,Miền Nam,Gà Excel,SP 06, 30.00 
13-Dec-2020,Miền Trung,VNPT,SP 07, 45.83 
02-May-2020,Miền Bắc,Viettel,SP 02, 19.45 
04-Feb-2020,Miền Trung,FPT,SP 06, 58.50 
06-Dec-2019,Miền Bắc,Gà Excel,SP 06, 87.75 
07-Aug-2019,Miền Nam,VNPT,SP 08, 45.90 
11-Mar-2020,Miền Bắc,Viettel,SP 06, 29.25 
17-Mar-2019,Miền Trung,FPT,SP 01, 233.85 
04-Oct-2020,Miền Nam,Gà Excel,SP 04, 395.76 
24-Feb-2020,Miền Bắc,VNPT,SP 04, 66.98 
28-Feb-2020,Miền Nam,Viettel,SP 09, 73.13 
18-Apr-2020,Miền Trung,FPT,SP 09, 50.00 
26-Nov-2019,Miền Bắc,Gà Excel,SP 04, 33.49 
22-Sep-2020,Miền Trung,VNPT,SP 04, 67.32 
28-Jul-2019,Miền Nam,Viettel,SP 07, 47.00 
05-Sep-2020,Miền Trung,FPT,SP 07, 68.39 
02-Dec-2019,Miền Nam,Gà Excel,SP 01, 79.95 
02-Jul-2020,Miền Nam,VNPT,SP 03, 75.00 
23-Jan-2019,Miền Nam,Viettel,SP 02, 58.95 
19-Dec-2019,Miền Bắc,FPT,SP 04, 34.00 
17-Oct-2020,Miền Nam,Gà Excel,SP 05, 67.47 
09-Dec-2019,Miền Nam,VNPT,SP 09, 75.00 
03-May-2019,Miền Bắc,Viettel,SP 02, 19.75 
25-Dec-2020,Miền Trung,FPT,SP 07, 45.83 
01-Sep-2020,Miền Nam,Gà Excel,SP 04, 32.98 
25-May-2020,Miền Nam,VNPT,SP 04, 235.62 
20-Apr-2019,Miền Nam,Viettel,SP 05, 45.90 
30-Mar-2019,Miền Trung,FPT,SP 07, 46.06 
15-Oct-2020,Miền Bắc,Gà Excel,SP 04, 99.45 
20-Aug-2020,Miền Bắc,VNPT,SP 08, 67.13 
07-Feb-2020,Miền Trung,Viettel,SP 03, 97.50 
20-May-2019,Miền Bắc,FPT,SP 06, 60.00 
15-Nov-2019,Miền Bắc,Gà Excel,SP 06, 87.30 
19-Sep-2019,Miền Nam,VNPT,SP 09, 50.00 
11-Dec-2019,Miền Nam,Viettel,SP 07, 69.80 
15-May-2020,Miền Nam,FPT,SP 05, 67.13 
23-Apr-2019,Miền Trung,Gà Excel,SP 02, 39.30 
30-May-2020,Miền Trung,VNPT,SP 09, 73.88 
21-May-2020,Miền Bắc,Viettel,SP 06, 30.00 
14-Aug-2019,Miền Nam,FPT,SP 04, 99.96 
19-Jun-2020,Miền Nam,Gà Excel,SP 04, 68.00 
30-Dec-2019,Miền Trung,VNPT,SP 01, 158.30 
09-Jan-2019,Miền Trung,Viettel,SP 03, 49.25 
09-Aug-2019,Miền Trung,FPT,SP 02, 39.50 
19-Nov-2019,Miền Trung,Gà Excel,SP 07, 68.74 
10-Nov-2019,Miền Trung,VNPT,SP 07, 23.03 
03-Jun-2019,Miền Nam,Viettel,SP 09, 72.75 
23-Jul-2019,Miền Bắc,FPT,SP 04, 66.64 
18-Jan-2019,Miền Nam,Gà Excel,SP 05, 67.13 
27-Oct-2020,Miền Trung,VNPT,SP 08, 67.47 
06-Dec-2020,Miền Bắc,Viettel,SP 05, 68.85 
05-Nov-2020,Miền Trung,FPT,SP 04, 408.00 
23-Mar-2019,Miền Bắc,Gà Excel,SP 08, 22.95 
27-Mar-2020,Miền Trung,VNPT,SP 04, 66.98 
01-Jan-2020,Miền Trung,Viettel,SP 05, 67.13 
15-May-2020,Miền Bắc,FPT,SP 08, 66.78 
23-Feb-2020,Miền Nam,Gà Excel,SP 08, 68.85 
06-Apr-2019,Miền Nam,VNPT,SP 02, 39.50 
03-Jan-2019,Miền Nam,Viettel,SP 05, 66.78 
13-Feb-2020,Miền Nam,FPT,SP 08, 45.90 
30-Apr-2019,Miền Bắc,Gà Excel,SP 08, 45.21 
10-Nov-2020,Miền Trung,VNPT,SP 05, 67.82 
02-Nov-2019,Miền Bắc,Viettel,SP 07, 446.50 
20-Jun-2020,Miền Nam,FPT,SP 08, 45.90 
01-Jun-2019,Miền Trung,Gà Excel,SP 02, 39.50 
30-Nov-2020,Miền Bắc,VNPT,SP 07, 68.74 
14-Dec-2020,Miền Trung,Viettel,SP 09, 24.25 
29-Aug-2020,Miền Nam,FPT,SP 03, 75.00 
21-Dec-2019,Miền Trung,Gà Excel,SP 04, 33.66 
28-Apr-2019,Miền Bắc,VNPT,SP 03, 25.00 
03-Jul-2020,Miền Nam,Viettel,SP 03, 49.50 
24-Jul-2019,Miền Trung,FPT,SP 02, 79.80 
21-May-2019,Miền Nam,Gà Excel,SP 06, 59.40 
02-Dec-2020,Miền Nam,VNPT,SP 01, 237.45 
28-Nov-2020,Miền Nam,Viettel,SP 03, 73.50 
01-Aug-2019,Miền Trung,FPT,SP 02, 39.90 
03-Aug-2020,Miền Bắc,Gà Excel,SP 09, 24.38 
23-Jun-2019,Miền Trung,VNPT,SP 03, 49.25 
03-Aug-2020,Miền Nam,Viettel,SP 09, 75.00 
12-Dec-2019,Miền Trung,FPT,SP 06, 58.80 
02-Jan-2020,Miền Nam,Gà Excel,SP 06, 750.00 
13-Jan-2020,Miền Bắc,VNPT,SP 05, 45.44 
30-Jul-2020,Miền Nam,Viettel,SP 02, 58.65 
13-Nov-2019,Miền Nam,FPT,SP 07, 552.72 
05-Apr-2020,Miền Trung,Gà Excel,SP 02, 58.65 
25-Jan-2020,Miền Nam,VNPT,SP 08, 160.65 
24-Mar-2020,Miền Nam,Viettel,SP 01, 319.80 
18-Feb-2020,Miền Nam,FPT,SP 09, 25.00 
07-Dec-2019,Miền Trung,Gà Excel,SP 06, 90.00 
08-Jun-2019,Miền Trung,VNPT,SP 09, 50.00 
16-Nov-2020,Miền Nam,Viettel,SP 03, 75.00 
28-Jan-2019,Miền Nam,FPT,SP 02, 59.85 
25-Mar-2020,Miền Bắc,Gà Excel,SP 08, 45.90 
25-Feb-2020,Miền Trung,VNPT,SP 07, 23.15 
26-Mar-2019,Miền Trung,Viettel,SP 07, 305.50 
02-Sep-2020,Miền Nam,FPT,SP 10, 82.50 
13-Sep-2019,Miền Nam,Gà Excel,SP 10, 54.45 
28-Sep-2020,Miền Nam,VNPT,SP 07, 69.09 
18-Jun-2020,Miền Nam,Viettel,SP 09, 75.00 
14-Feb-2019,Miền Bắc,FPT,SP 08, 89.05 
08-Nov-2019,Miền Trung,Gà Excel,SP 06, 88.20 
28-Aug-2019,Miền Nam,VNPT,SP 06, 30.00 
25-Nov-2020,Miền Nam,Viettel,SP 09, 25.00 
17-Sep-2019,Miền Trung,FPT,SP 10, 27.23 
09-Dec-2020,Miền Bắc,Gà Excel,SP 03, 50.00 
22-Nov-2019,Miền Nam,VNPT,SP 01," 1,998.75 "
27-May-2020,Miền Trung,Viettel,SP 04, 100.47 
07-Nov-2020,Miền Nam,FPT,SP 04, 99.45 
19-May-2019,Miền Nam,Gà Excel,SP 02, 39.30 
14-Jan-2019,Miền Trung,VNPT,SP 08, 22.61 
23-Mar-2019,Miền Trung,Viettel,SP 09, 24.50 
24-Sep-2019,Miền Trung,FPT,SP 05, 22.72 
26-Aug-2019,Miền Nam,Gà Excel,SP 04, 136.00 
06-Oct-2020,Miền Trung,VNPT,SP 09, 75.00 
21-Oct-2020,Miền Trung,Viettel,SP 03, 24.75 
07-Aug-2019,Miền Trung,FPT,SP 02, 19.95 
11-Dec-2020,Miền Trung,Gà Excel,SP 06, 87.30 
26-Aug-2020,Miền Trung,VNPT,SP 05, 44.52 
04-Nov-2020,Miền Trung,Viettel,SP 06, 60.00 
28-Dec-2019,Miền Nam,FPT,SP 07, 46.53 
30-Apr-2019,Miền Trung,Gà Excel,SP 03, 75.00 
24-Jan-2019,Miền Nam,VNPT,SP 02, 58.95 
14-Jul-2020,Miền Trung,Viettel,SP 05, 44.98 
18-Mar-2020,Miền Nam,FPT,SP 02, 58.65 
25-Dec-2019,Miền Bắc,Gà Excel,SP 06, 90.00 
09-May-2019,Miền Trung,VNPT,SP 04, 99.45 
24-Aug-2019,Miền Nam,Viettel,SP 08, 22.61 
26-Oct-2019,Miền Trung,FPT,SP 03, 50.00 
19-Jul-2020,Miền Nam,Gà Excel,SP 05, 22.95 
16-Nov-2020,Miền Bắc,VNPT,SP 03, 50.00 
06-Mar-2020,Miền Nam,Viettel,SP 04, 204.00 
04-Dec-2019,Miền Bắc,FPT,SP 02, 498.75 
15-Apr-2019,Miền Trung,Gà Excel,SP 09, 75.00 
05-Jan-2019,Miền Trung,VNPT,SP 04, 33.66 
13-Dec-2020,Miền Trung,Viettel,SP 03, 25.00 
15-Sep-2020,Miền Nam,FPT,SP 04, 68.00 
19-Nov-2019,Miền Nam,Gà Excel,SP 06, 29.70 
28-Oct-2019,Miền Trung,VNPT,SP 04, 464.10 
23-Dec-2020,Miền Bắc,Viettel,SP 04, 100.47 
02-Jul-2020,Miền Trung,FPT,SP 10, 81.26 
14-Apr-2020,Miền Nam,Gà Excel,SP 04, 68.00 
25-Dec-2019,Miền Trung,VNPT,SP 05, 68.85 
29-Dec-2019,Miền Bắc,Viettel,SP 03, 25.00 
01-Dec-2020,Miền Bắc,FPT,SP 04, 99.45 
24-Nov-2019,Miền Nam,Gà Excel,SP 06, 60.00 
25-Dec-2019,Miền Bắc,VNPT,SP 07, 22.80 
21-Aug-2019,Miền Trung,Viettel,SP 02, 478.80 
23-Jan-2019,Miền Bắc,FPT,SP 01, 156.70 
14-Feb-2020,Miền Bắc,Gà Excel,SP 08, 45.90 
07-Nov-2019,Miền Nam,VNPT,SP 06, 90.00 
29-Dec-2020,Miền Nam,Viettel,SP 07, 69.44 
29-Dec-2020,Miền Trung,FPT,SP 08, 68.16 
31-Dec-2020,Miền Trung,Gà Excel,SP 06, 60.00 
31-Jul-2019,Miền Nam,VNPT,SP 04, 197.88 
07-May-2020,Miền Trung,Viettel,SP 02, 39.50 
30-Sep-2020,Miền Trung,FPT,SP 09, 73.88 
10-Sep-2020,Miền Trung,Gà Excel,SP 02, 79.80 
07-Mar-2020,Miền Nam,VNPT,SP 04, 68.00 
24-May-2019,Miền Nam,Viettel,SP 03, 24.63 
03-Jun-2020,Miền Nam,FPT,SP 04, 33.15 
18-Jan-2019,Miền Bắc,Gà Excel,SP 04, 98.94 
08-Oct-2020,Miền Trung,VNPT,SP 08, 22.49 
26-Nov-2020,Miền Trung,Viettel,SP 07, 46.06 
06-Nov-2019,Miền Bắc,FPT,SP 07, 23.50 
24-Nov-2020,Miền Nam,Gà Excel,SP 03, 25.00 
13-Jul-2020,Miền Bắc,VNPT,SP 05, 44.75 
09-Sep-2019,Miền Trung,Viettel,SP 04, 99.96 
26-Mar-2019,Miền Nam,FPT,SP 09, 49.25 
19-Nov-2019,Miền Bắc,Gà Excel,SP 08, 68.85 
16-Nov-2020,Miền Trung,VNPT,SP 10, 677.19 
13-Aug-2019,Miền Trung,Viettel,SP 04, 67.32 
14-Sep-2020,Miền Nam,FPT,SP 05, 68.85 
26-Mar-2019,Miền Trung,Gà Excel,SP 03, 72.75 
14-Oct-2020,Miền Nam,VNPT,SP 09, 25.00 
